deltaP,Umax,Re,Cu,n,Nu0,NuInf,Lambda,AvgOmega,AvgNu,AvgVel,AvgP,PG,q,AvgVelOut
0.000010,5.32E-07,0.000354454,5,0.8,0.6,0,3761650000,0.250818,1.16232,3.47E-08,0.998781,2.51E-08,1.35E-05,3.39E-08
0.000010,4.91E-07,0.000280402,5,0.8,0.7,0,4075780000,0.227083,1.30123,3.04E-08,0.998781,2.51E-08,1.17E-05,2.95E-08
0.000010,4.58E-07,0.000229218,5,0.8,0.8,0,4362670000,0.207381,1.44068,2.73E-08,0.998781,2.51E-08,1.05E-05,2.63E-08
0.000050,1.19E-05,0.0474522,5,0.8,0.1,0,168591000,0.511017,0.485627,8.67E-07,0.998731,1.25E-07,0.000350943,8.82E-07
0.000050,6.14E-06,0.0122786,5,0.8,0.2,0,325770000,0.422053,0.623124,4.60E-07,0.99873,1.25E-07,0.000185564,4.66E-07
0.000050,4.32E-06,0.00576423,5,0.8,0.3,0,462623000,0.360841,0.757102,3.19E-07,0.99873,1.25E-07,0.000127727,3.21E-07
0.000050,3.46E-06,0.00346225,5,0.8,0.4,0,577659000,0.315167,0.890975,2.47E-07,0.99873,1.25E-07,9.78E-05,2.46E-07
0.000050,2.96E-06,0.00237126,5,0.8,0.5,0,674747000,0.279555,1.02571,2.03E-07,0.99873,1.25E-07,7.97E-05,2.00E-07
0.000050,2.66E-06,0.00177234,5,0.8,0.6,0,752299000,0.250823,1.16229,1.73E-07,0.998729,1.25E-07,6.74E-05,1.69E-07
0.000050,2.45E-06,0.00140207,5,0.8,0.7,0,815122000,0.227075,1.30128,1.52E-07,0.998729,1.25E-07,5.87E-05,1.47E-07
0.000050,2.29E-06,0.00114614,5,0.8,0.8,0,872497000,0.207382,1.44068,1.37E-07,0.998729,1.25E-07,5.23E-05,1.31E-07
0.000100,2.37E-05,0.0949154,5,0.8,0.1,0,84285500,0.511017,0.485628,1.73E-06,0.998668,2.51E-07,0.000701982,1.76E-06
0.000100,1.23E-05,0.0245601,5,0.8,0.2,0,162866000,0.422045,0.623138,9.20E-07,0.998667,2.51E-07,0.00037118,9.33E-07
0.000100,8.65E-06,0.0115298,5,0.8,0.3,0,231285000,0.360839,0.757105,6.38E-07,0.998666,2.51E-07,0.00025549,6.42E-07
0.000100,6.93E-06,0.00692531,5,0.8,0.4,0,288796000,0.315165,0.89098,4.94E-07,0.998666,2.51E-07,0.000195727,4.92E-07
0.000100,5.93E-06,0.00474307,5,0.8,0.5,0,337334000,0.279563,1.02567,4.06E-07,0.998665,2.51E-07,0.000159381,4.00E-07
0.000100,5.32E-06,0.00354488,5,0.8,0.6,0,376130000,0.250821,1.1623,3.47E-07,0.998665,2.51E-07,0.000134871,3.39E-07
0.000100,4.91E-06,0.00280428,5,0.8,0.7,0,407540000,0.227084,1.30122,3.04E-07,0.998664,2.51E-07,0.000117394,2.95E-07
0.000100,4.58E-06,0.00229239,5,0.8,0.8,0,436226000,0.207381,1.44068,2.73E-07,0.998664,2.51E-07,0.000104593,2.63E-07
0.000500,0.000118755,0.475019,5,0.8,0.1,0,16841400,0.511009,0.485637,8.68E-06,0.998164,1.25E-06,0.00351375,8.83E-06
0.000500,6.15E-05,0.122916,5,0.8,0.2,0,32542700,0.422041,0.623146,4.60E-06,0.99816,1.25E-06,0.00185798,4.67E-06
0.000500,4.33E-05,0.0577033,5,0.8,0.3,0,46213400,0.36082,0.757155,3.19E-06,0.998157,1.25E-06,0.00127889,3.21E-06
0.000500,3.47E-05,0.0346592,5,0.8,0.4,0,57704800,0.31516,0.890996,2.47E-06,0.998154,1.25E-06,0.000979744,2.46E-06
0.000500,2.97E-05,0.0237377,5,0.8,0.5,0,67403400,0.279555,1.02571,2.03E-06,0.998151,1.25E-06,0.000797814,2.00E-06
0.000500,2.66E-05,0.0177319,5,0.8,0.6,0,75194200,0.250821,1.1623,1.73E-06,0.998149,1.25E-06,0.000675186,1.70E-06
0.000500,2.45E-05,0.0140273,5,0.8,0.7,0,81473800,0.227079,1.30125,1.52E-06,0.998146,1.25E-06,0.000587696,1.48E-06
0.000500,2.29E-05,0.0114667,5,0.8,0.8,0,87208800,0.207383,1.44066,1.37E-06,0.998144,1.25E-06,0.000523617,1.32E-06
0.001000,0.000237786,0.951144,5,0.8,0.1,0,8410920,0.511,0.485649,1.74E-05,0.997534,2.51E-06,0.00703712,1.77E-05
0.001000,0.00012306,0.24612,5,0.8,0.2,0,16252200,0.422027,0.623172,9.21E-06,0.997526,2.51E-06,0.00372116,9.35E-06
0.001000,8.67E-05,0.115543,5,0.8,0.3,0,23079500,0.360812,0.757175,6.39E-06,0.99752,2.51E-06,0.00256138,6.44E-06
0.001000,6.94E-05,0.0694,5,0.8,0.4,0,28818500,0.315145,0.891048,4.94E-06,0.997514,2.51E-06,0.00196227,4.93E-06
0.001000,5.94E-05,0.0475313,5,0.8,0.5,0,33662100,0.279535,1.02579,4.06E-06,0.997509,2.51E-06,0.00159789,4.01E-06
0.001000,5.32E-05,0.0354824,5,0.8,0.6,0,37577300,0.250817,1.16232,3.47E-06,0.997503,2.51E-06,0.00135248,3.40E-06
0.001000,4.91E-05,0.0280693,5,0.8,0.7,0,40715500,0.227092,1.30117,3.05E-06,0.997498,2.51E-06,0.00117723,2.96E-06
0.001000,4.59E-05,0.0229454,5,0.8,0.8,0,43581600,0.207382,1.44067,2.74E-06,0.997494,2.51E-06,0.00104887,2.64E-06
0.005000,0.00120011,4.80045,5,0.8,0.1,0,1666510,0.510921,0.48575,8.72E-05,0.992492,1.25E-05,0.0355737,8.94E-05
0.005000,0.000621134,1.24227,5,0.8,0.2,0,3219920,0.42192,0.623373,4.63E-05,0.992452,1.25E-05,0.0188167,4.73E-05
0.005000,0.000437406,0.583208,5,0.8,0.3,0,4572410,0.360684,0.757505,3.21E-05,0.992423,1.25E-05,0.0129531,3.25E-05
0.005000,0.000350302,0.350302,5,0.8,0.4,0,5709360,0.315012,0.891495,2.48E-05,0.992394,1.25E-05,0.00992391,2.49E-05
0.005000,0.000299895,0.239916,5,0.8,0.5,0,6668990,0.279408,1.02633,2.04E-05,0.992367,1.25E-05,0.00808143,2.03E-05
0.005000,0.000267246,0.178164,5,0.8,0.6,0,7483750,0.250865,1.16207,1.75E-05,0.99234,1.25E-05,0.00684798,1.72E-05
0.005000,0.000246642,0.140938,5,0.8,0.7,0,8108930,0.227129,1.30093,1.53E-05,0.992315,1.25E-05,0.00596079,1.50E-05
0.005000,0.000230416,0.115208,5,0.8,0.8,0,8679940,0.207427,1.44033,1.38E-05,0.992292,1.25E-05,0.00531075,1.33E-05
0.010000,0.00242878,9.71511,5,0.8,0.1,0,823460,0.510824,0.485874,0.000175483,0.986186,2.51E-05,0.0721348,0.000181243
0.010000,0.00125717,2.51434,5,0.8,0.2,0,1590870,0.421783,0.62363,9.31E-05,0.986105,2.51E-05,0.0381743,9.59E-05
0.010000,0.000885338,1.18045,5,0.8,0.3,0,2259020,0.360535,0.757884,6.46E-05,0.986047,2.51E-05,0.0262815,6.60E-05
0.010000,0.000709038,0.709038,5,0.8,0.4,0,2820720,0.314857,0.892014,5.00E-05,0.98599,2.51E-05,0.0201369,5.06E-05
0.010000,0.000607007,0.485605,5,0.8,0.5,0,3294860,0.279248,1.02701,4.11E-05,0.985935,2.51E-05,0.0163993,4.12E-05
0.010000,0.000539938,0.359959,5,0.8,0.6,0,3704130,0.250767,1.16259,3.52E-05,0.985882,2.51E-05,0.0139025,3.49E-05
0.010000,0.000495896,0.283369,5,0.8,0.7,0,4033100,0.227178,1.30061,3.09E-05,0.985833,2.51E-05,0.0121134,3.04E-05
0.010000,0.00046326,0.23163,5,0.8,0.8,0,4317230,0.207474,1.43996,2.77E-05,0.985787,2.51E-05,0.0107924,2.71E-05
0.000010,2.37E-06,0.00948956,5,0.9,0.1,0,843032000,0.462921,0.553398,8.22E-08,0.998781,2.51E-08,3.32E-05,8.35E-08
0.000010,1.23E-06,0.00245549,5,0.9,0.2,0,1629000000,0.357373,0.766065,4.53E-08,0.998781,2.51E-08,1.79E-05,4.51E-08
0.000010,8.65E-07,0.00115274,5,0.9,0.3,0,2313330000,0.291412,0.977189,3.27E-08,0.998781,2.51E-08,1.27E-05,3.19E-08
0.000010,6.92E-07,0.000692385,5,0.9,0.4,0,2888570000,0.246048,1.18808,2.64E-08,0.998781,2.51E-08,1.01E-05,2.53E-08
0.000010,5.93E-07,0.000474207,5,0.9,0.5,0,3374050000,0.212834,1.3995,2.26E-08,0.998781,2.51E-08,8.55E-06,2.15E-08
0.000010,5.32E-07,0.000354454,5,0.9,0.6,0,3761650000,0.187366,1.61238,2.01E-08,0.998781,2.51E-08,7.54E-06,1.90E-08
0.000010,4.91E-07,0.000280402,5,0.9,0.7,0,4075780000,0.167238,1.8265,1.84E-08,0.998781,2.51E-08,6.84E-06,1.72E-08
0.000010,4.58E-07,0.000229218,5,0.9,0.8,0,4362670000,0.151008,2.04072,1.71E-08,0.998781,2.51E-08,6.33E-06,1.59E-08
0.000050,1.19E-05,0.0474522,5,0.9,0.1,0,168591000,0.462921,0.553399,4.11E-07,0.998731,1.25E-07,0.000166169,4.18E-07
0.000050,6.14E-06,0.0122786,5,0.9,0.2,0,325770000,0.357373,0.766066,2.26E-07,0.99873,1.25E-07,8.98E-05,2.26E-07
0.000050,4.32E-06,0.00576423,5,0.9,0.3,0,462623000,0.291411,0.977191,1.63E-07,0.998729,1.25E-07,6.36E-05,1.60E-07
0.000050,3.46E-06,0.00346225,5,0.9,0.4,0,577659000,0.246046,1.18809,1.32E-07,0.998729,1.25E-07,5.04E-05,1.27E-07
0.000050,2.96E-06,0.00237126,5,0.9,0.5,0,674747000,0.212835,1.39949,1.13E-07,0.998729,1.25E-07,4.27E-05,1.07E-07
0.000050,2.66E-06,0.00177234,5,0.9,0.6,0,752299000,0.187366,1.61238,1.01E-07,0.998728,1.25E-07,3.77E-05,9.48E-08
0.000050,2.45E-06,0.00140207,5,0.9,0.7,0,815122000,0.167238,1.8265,9.20E-08,0.998728,1.25E-07,3.42E-05,8.60E-08
0.000050,2.29E-06,0.00114614,5,0.9,0.8,0,872497000,0.151009,2.04071,8.56E-08,0.998728,1.25E-07,3.17E-05,7.96E-08
0.000100,2.37E-05,0.0949154,5,0.9,0.1,0,84285500,0.46292,0.5534,8.22E-07,0.998668,2.51E-07,0.000332386,8.35E-07
0.000100,1.23E-05,0.0245601,5,0.9,0.2,0,162866000,0.357372,0.766068,4.53E-07,0.998666,2.51E-07,0.000179526,4.51E-07
0.000100,8.65E-06,0.0115298,5,0.9,0.3,0,231285000,0.291411,0.977194,3.27E-07,0.998665,2.51E-07,0.00012712,3.19E-07
0.000100,6.93E-06,0.00692531,5,0.9,0.4,0,288796000,0.246046,1.1881,2.64E-07,0.998664,2.51E-07,0.000100912,2.54E-07
0.000100,5.93E-06,0.00474307,5,0.9,0.5,0,337334000,0.212832,1.39951,2.26E-07,0.998663,2.51E-07,8.55E-05,2.15E-07
0.000100,5.32E-06,0.00354488,5,0.9,0.6,0,376130000,0.187366,1.61238,2.01E-07,0.998663,2.51E-07,7.54E-05,1.90E-07
0.000100,4.91E-06,0.00280428,5,0.9,0.7,0,407540000,0.167237,1.82651,1.84E-07,0.998662,2.51E-07,6.85E-05,1.72E-07
0.000100,4.58E-06,0.00229239,5,0.9,0.8,0,436226000,0.151009,2.04071,1.71E-07,0.998662,2.51E-07,6.34E-05,1.59E-07
0.000500,0.000118755,0.475019,5,0.9,0.1,0,16841400,0.462915,0.553407,4.11E-06,0.998163,1.25E-06,0.00166387,4.18E-06
0.000500,6.15E-05,0.122916,5,0.9,0.2,0,32542700,0.357363,0.766092,2.27E-06,0.998157,1.25E-06,0.000898684,2.26E-06
0.000500,4.33E-05,0.0577033,5,0.9,0.3,0,46213400,0.291409,0.977201,1.63E-06,0.998151,1.25E-06,0.000636346,1.60E-06
0.000500,3.47E-05,0.0346592,5,0.9,0.4,0,57704800,0.246041,1.18812,1.32E-06,0.998146,1.25E-06,0.000505155,1.27E-06
0.000500,2.97E-05,0.0237377,5,0.9,0.5,0,67403400,0.21283,1.39953,1.13E-06,0.998141,1.25E-06,0.000427947,1.08E-06
0.000500,2.66E-05,0.0177319,5,0.9,0.6,0,75194200,0.187371,1.61234,1.01E-06,0.998138,1.25E-06,0.000377704,9.49E-07
0.000500,2.45E-05,0.0140273,5,0.9,0.7,0,81473800,0.16724,1.82648,9.21E-07,0.998135,1.25E-06,0.000342692,8.61E-07
0.000500,2.29E-05,0.0114667,5,0.9,0.8,0,87208800,0.15101,2.04069,8.57E-07,0.998133,1.25E-06,0.000317162,7.97E-07
0.001000,0.000237786,0.951144,5,0.9,0.1,0,8410920,0.46291,0.553416,8.23E-06,0.997532,2.51E-06,0.00333258,8.37E-06
0.001000,0.00012306,0.24612,5,0.9,0.2,0,16252200,0.357359,0.766101,4.53E-06,0.997519,2.51E-06,0.00180001,4.52E-06
0.001000,8.67E-05,0.115543,5,0.9,0.3,0,23079500,0.291403,0.977224,3.27E-06,0.997507,2.51E-06,0.00127458,3.20E-06
0.001000,6.94E-05,0.0694,5,0.9,0.4,0,28818500,0.246034,1.18816,2.64E-06,0.997497,2.51E-06,0.00101181,2.54E-06
0.001000,5.94E-05,0.0475313,5,0.9,0.5,0,33662100,0.212822,1.39959,2.26E-06,0.997489,2.51E-06,0.000857164,2.15E-06
0.001000,5.32E-05,0.0354824,5,0.9,0.6,0,37577300,0.187371,1.61233,2.02E-06,0.997482,2.51E-06,0.000756561,1.90E-06
0.001000,4.91E-05,0.0280693,5,0.9,0.7,0,40715500,0.167241,1.82646,1.84E-06,0.997477,2.51E-06,0.000686432,1.72E-06
0.001000,4.59E-05,0.0229454,5,0.9,0.8,0,43581600,0.151012,2.04067,1.71E-06,0.997472,2.51E-06,0.000635293,1.60E-06
0.005000,0.00120011,4.80045,5,0.9,0.1,0,1666510,0.462863,0.553489,4.14E-05,0.992486,1.25E-05,0.0168593,4.24E-05
0.005000,0.000621134,1.24227,5,0.9,0.2,0,3219920,0.357302,0.766252,2.28E-05,0.99242,1.25E-05,0.00910697,2.29E-05
0.005000,0.000437406,0.583208,5,0.9,0.3,0,4572410,0.291343,0.977459,1.64E-05,0.992361,1.25E-05,0.00644884,1.62E-05
0.005000,0.000350302,0.350302,5,0.9,0.4,0,5709360,0.245974,1.18849,1.33E-05,0.992311,1.25E-05,0.00511959,1.29E-05
0.005000,0.000299895,0.239916,5,0.9,0.5,0,6668990,0.212769,1.39998,1.14E-05,0.99227,1.25E-05,0.00433727,1.09E-05
0.005000,0.000267246,0.178164,5,0.9,0.6,0,7483750,0.187386,1.61219,1.01E-05,0.992236,1.25E-05,0.0038297,9.62E-06
0.005000,0.000246642,0.140938,5,0.9,0.7,0,8108930,0.167256,1.82629,9.27E-06,0.992208,1.25E-05,0.00347468,8.73E-06
0.005000,0.000230416,0.115208,5,0.9,0.8,0,8679940,0.151028,2.04043,8.62E-06,0.992185,1.25E-05,0.00321581,8.08E-06
0.010000,0.00242878,9.71511,5,0.9,0.1,0,823460,0.462804,0.55358,8.33E-05,0.986175,2.51E-05,0.0342229,8.60E-05
0.010000,0.00125717,2.51434,5,0.9,0.2,0,1590870,0.357225,0.766452,4.59E-05,0.986044,2.51E-05,0.0184886,4.65E-05
0.010000,0.000885338,1.18045,5,0.9,0.3,0,2259020,0.29127,0.977745,3.31E-05,0.985925,2.51E-05,0.0130931,3.29E-05
0.010000,0.000709038,0.709038,5,0.9,0.4,0,2820720,0.245908,1.18886,2.67E-05,0.985826,2.51E-05,0.0103948,2.61E-05
0.010000,0.000607007,0.485605,5,0.9,0.5,0,3294860,0.212702,1.40047,2.29E-05,0.985744,2.51E-05,0.00880673,2.21E-05
0.010000,0.000539938,0.359959,5,0.9,0.6,0,3704130,0.187348,1.61256,2.04E-05,0.985677,2.51E-05,0.00777734,1.95E-05
0.010000,0.000495896,0.283369,5,0.9,0.7,0,4033100,0.167274,1.82607,1.87E-05,0.985621,2.51E-05,0.00705863,1.77E-05
0.010000,0.00046326,0.23163,5,0.9,0.8,0,4317230,0.151045,2.04018,1.74E-05,0.985575,2.51E-05,0.0065327,1.64E-05
0.000010,2.37E-06,0.00948956,5,1,0.1,0,843032000,0.416164,0.634299,4.63E-08,0.998781,2.51E-08,1.85E-05,4.65E-08
0.000010,1.23E-06,0.00245549,5,1,0.2,0,1629000000,0.302665,0.934662,2.71E-08,0.998781,2.51E-08,1.05E-05,2.63E-08
0.000010,8.65E-07,0.00115274,5,1,0.3,0,2313330000,0.237808,1.23502,2.07E-08,0.998781,2.51E-08,7.85E-06,1.97E-08
0.000010,6.92E-07,0.000692385,5,1,0.4,0,2888570000,0.195842,1.53539,1.76E-08,0.998781,2.51E-08,6.59E-06,1.66E-08
0.000010,5.93E-07,0.000474207,5,1,0.5,0,3374050000,0.166466,1.83575,1.58E-08,0.998781,2.51E-08,5.85E-06,1.47E-08
0.000010,5.32E-07,0.000354454,5,1,0.6,0,3761650000,0.144753,2.13611,1.45E-08,0.99878,2.51E-08,5.36E-06,1.35E-08
0.000010,4.91E-07,0.000280402,5,1,0.7,0,4075780000,0.12805,2.43647,1.36E-08,0.99878,2.51E-08,5.00E-06,1.26E-08
0.000010,4.58E-07,0.000229218,5,1,0.8,0,4362670000,0.114804,2.73684,1.29E-08,0.99878,2.51E-08,4.76E-06,1.20E-08
0.000050,1.19E-05,0.0474522,5,1,0.1,0,168591000,0.416164,0.634299,2.32E-07,0.99873,1.25E-07,9.25E-05,2.32E-07
0.000050,6.14E-06,0.0122786,5,1,0.2,0,325770000,0.302665,0.934662,1.35E-07,0.998729,1.25E-07,5.24E-05,1.32E-07
0.000050,4.32E-06,0.00576423,5,1,0.3,0,462623000,0.237808,1.23502,1.04E-07,0.998729,1.25E-07,3.93E-05,9.87E-08
0.000050,3.46E-06,0.00346225,5,1,0.4,0,577659000,0.195842,1.53539,8.82E-08,0.998728,1.25E-07,3.29E-05,8.28E-08
0.000050,2.96E-06,0.00237126,5,1,0.5,0,674747000,0.166466,1.83575,7.90E-08,0.998728,1.25E-07,2.93E-05,7.35E-08
0.000050,2.66E-06,0.00177234,5,1,0.6,0,752299000,0.144753,2.13611,7.28E-08,0.998727,1.25E-07,2.68E-05,6.73E-08
0.000050,2.45E-06,0.00140207,5,1,0.7,0,815122000,0.12805,2.43647,6.82E-08,0.998727,1.25E-07,2.50E-05,6.29E-08
0.000050,2.29E-06,0.00114614,5,1,0.8,0,872497000,0.114804,2.73684,6.47E-08,0.998727,1.25E-07,2.38E-05,5.99E-08
0.000100,2.37E-05,0.0949154,5,1,0.1,0,84285500,0.416164,0.634299,4.63E-07,0.998667,2.51E-07,0.000185009,4.65E-07
0.000100,1.23E-05,0.0245601,5,1,0.2,0,162866000,0.302665,0.934662,2.71E-07,0.998665,2.51E-07,0.000104779,2.63E-07
0.000100,8.65E-06,0.0115298,5,1,0.3,0,231285000,0.237808,1.23502,2.07E-07,0.998663,2.51E-07,7.86E-05,1.97E-07
0.000100,6.93E-06,0.00692531,5,1,0.4,0,288796000,0.195842,1.53539,1.76E-07,0.998662,2.51E-07,6.59E-05,1.66E-07
0.000100,5.93E-06,0.00474307,5,1,0.5,0,337334000,0.166466,1.83575,1.58E-07,0.998662,2.51E-07,5.85E-05,1.47E-07
0.000100,5.32E-06,0.00354488,5,1,0.6,0,376130000,0.144753,2.13611,1.46E-07,0.998661,2.51E-07,5.36E-05,1.35E-07
0.000100,4.91E-06,0.00280428,5,1,0.7,0,407540000,0.12805,2.43647,1.36E-07,0.99866,2.51E-07,5.01E-05,1.26E-07
0.000100,4.58E-06,0.00229239,5,1,0.8,0,436226000,0.114804,2.73684,1.29E-07,0.99866,2.51E-07,4.77E-05,1.20E-07
0.000500,0.000118755,0.475019,5,1,0.1,0,16841400,0.416164,0.634299,2.32E-06,0.998161,1.25E-06,0.000926157,2.33E-06
0.000500,6.15E-05,0.122916,5,1,0.2,0,32542700,0.302665,0.934662,1.35E-06,0.99815,1.25E-06,0.000524526,1.32E-06
0.000500,4.33E-05,0.0577033,5,1,0.3,0,46213400,0.237808,1.23502,1.04E-06,0.998142,1.25E-06,0.000393271,9.88E-07
0.000500,3.47E-05,0.0346592,5,1,0.4,0,57704800,0.195842,1.53539,8.82E-07,0.998137,1.25E-06,0.000329938,8.29E-07
0.000500,2.97E-05,0.0237377,5,1,0.5,0,67403400,0.166466,1.83575,7.90E-07,0.998133,1.25E-06,0.000292904,7.36E-07
0.000500,2.66E-05,0.0177319,5,1,0.6,0,75194200,0.144753,2.13611,7.28E-07,0.99813,1.25E-06,0.000268333,6.74E-07
0.000500,2.45E-05,0.0140273,5,1,0.7,0,81473800,0.12805,2.43647,6.82E-07,0.998127,1.25E-06,0.000250565,6.30E-07
0.000500,2.29E-05,0.0114667,5,1,0.8,0,87208800,0.114804,2.73684,6.47E-07,0.998125,1.25E-06,0.000238548,5.99E-07
0.001000,0.000237786,0.951144,5,1,0.1,0,8410920,0.416164,0.634299,4.64E-06,0.997528,2.51E-06,0.0018551,4.66E-06
0.001000,0.00012306,0.24612,5,1,0.2,0,16252200,0.302665,0.934662,2.71E-06,0.997506,2.51E-06,0.00105063,2.64E-06
0.001000,8.67E-05,0.115543,5,1,0.3,0,23079500,0.237808,1.23502,2.08E-06,0.99749,2.51E-06,0.000787726,1.98E-06
0.001000,6.94E-05,0.0694,5,1,0.4,0,28818500,0.195842,1.53539,1.77E-06,0.99748,2.51E-06,0.000660868,1.66E-06
0.001000,5.94E-05,0.0475313,5,1,0.5,0,33662100,0.166466,1.83575,1.58E-06,0.997472,2.51E-06,0.00058669,1.47E-06
0.001000,5.32E-05,0.0354824,5,1,0.6,0,37577300,0.144753,2.13611,1.46E-06,0.997465,2.51E-06,0.000537473,1.35E-06
0.001000,4.91E-05,0.0280693,5,1,0.7,0,40715500,0.12805,2.43647,1.37E-06,0.997461,2.51E-06,0.000501884,1.26E-06
0.001000,4.59E-05,0.0229454,5,1,0.8,0,43581600,0.114804,2.73684,1.29E-06,0.997457,2.51E-06,0.000477814,1.20E-06
0.005000,0.00120011,4.80045,5,1,0.1,0,1666510,0.416164,0.634299,2.33E-05,0.992466,1.25E-05,0.00938843,2.36E-05
0.005000,0.000621134,1.24227,5,1,0.2,0,3219920,0.302665,0.934662,1.36E-05,0.992356,1.25E-05,0.00531716,1.34E-05
0.005000,0.000437406,0.583208,5,1,0.3,0,4572410,0.237808,1.23502,1.04E-05,0.992277,1.25E-05,0.00398662,1.00E-05
0.005000,0.000350302,0.350302,5,1,0.4,0,5709360,0.195842,1.53539,8.88E-06,0.992223,1.25E-05,0.0033446,8.40E-06
0.005000,0.000299895,0.239916,5,1,0.5,0,6668990,0.166466,1.83575,7.95E-06,0.992183,1.25E-05,0.00296919,7.46E-06
0.005000,0.000267246,0.178164,5,1,0.6,0,7483750,0.144753,2.13611,7.33E-06,0.992152,1.25E-05,0.00272011,6.83E-06
0.005000,0.000246642,0.140938,5,1,0.7,0,8108930,0.12805,2.43647,6.87E-06,0.992129,1.25E-05,0.00253999,6.38E-06
0.005000,0.000230416,0.115208,5,1,0.8,0,8679940,0.114804,2.73684,6.51E-06,0.992111,1.25E-05,0.00241818,6.08E-06
0.010000,0.00242878,9.71511,5,1,0.1,0,823460,0.416164,0.634299,4.69E-05,0.986139,2.51E-05,0.019067,4.79E-05
0.010000,0.00125717,2.51434,5,1,0.2,0,1590870,0.302665,0.934662,2.74E-05,0.985918,2.51E-05,0.0107988,2.71E-05
0.010000,0.000885338,1.18045,5,1,0.3,0,2259020,0.237808,1.23502,2.10E-05,0.985761,2.51E-05,0.00809657,2.03E-05
0.010000,0.000709038,0.709038,5,1,0.4,0,2820720,0.195842,1.53539,1.79E-05,0.985651,2.51E-05,0.00679266,1.71E-05
0.010000,0.000607007,0.485605,5,1,0.5,0,3294860,0.166466,1.83575,1.60E-05,0.985571,2.51E-05,0.00603022,1.52E-05
0.010000,0.000539938,0.359959,5,1,0.6,0,3704130,0.144753,2.13611,1.48E-05,0.985511,2.51E-05,0.00552435,1.39E-05
0.010000,0.000495896,0.283369,5,1,0.7,0,4033100,0.12805,2.43647,1.38E-05,0.985464,2.51E-05,0.00515855,1.30E-05
0.010000,0.00046326,0.23163,5,1,0.8,0,4317230,0.114804,2.73684,1.31E-05,0.985428,2.51E-05,0.00491116,1.23E-05
0.000010,2.37E-06,0.00948956,10,0.3,0.1,0,1686060000,0.650288,0.345927,2.68E-05,0.998781,2.51E-08,0.0121763,3.06E-05
0.000010,1.23E-06,0.00245549,10,0.3,0.2,0,3258010000,0.642274,0.352322,2.61E-05,0.998781,2.51E-08,0.0115733,2.91E-05
0.000010,8.65E-07,0.00115274,10,0.3,0.3,0,4626670000,0.637114,0.356526,2.55E-05,0.998781,2.51E-08,0.0111441,2.80E-05
0.000010,6.92E-07,0.000692385,10,0.3,0.4,0,5777140000,0.633312,0.359667,2.49E-05,0.998781,2.51E-08,0.0107817,2.71E-05
0.000010,5.93E-07,0.000474207,10,0.3,0.5,0,6748110000,0.63041,0.36209,2.45E-05,0.998781,2.51E-08,0.0104638,2.63E-05
0.000010,5.32E-07,0.000354454,10,0.3,0.6,0,7523310000,0.627972,0.364143,2.40E-05,0.998781,2.51E-08,0.0101676,2.55E-05
0.000010,4.91E-07,0.000280402,10,0.3,0.7,0,8151560000,0.625904,0.365897,2.35E-05,0.998781,2.51E-08,0.00989302,2.49E-05
0.000010,4.58E-07,0.000229218,10,0.3,0.8,0,8725330000,0.624009,0.367514,2.30E-05,0.998781,2.51E-08,0.00965557,2.43E-05
0.000050,1.19E-05,0.0474522,10,0.3,0.1,0,337181000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,6.14E-06,0.0122786,10,0.3,0.2,0,651540000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,4.32E-06,0.00576423,10,0.3,0.3,0,925247000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,3.46E-06,0.00346225,10,0.3,0.4,0,1155320000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,2.96E-06,0.00237126,10,0.3,0.5,0,1349490000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,2.66E-06,0.00177234,10,0.3,0.6,0,1504600000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,2.45E-06,0.00140207,10,0.3,0.7,0,1630240000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,2.29E-06,0.00114614,10,0.3,0.8,0,1744990000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000100,2.37E-05,0.0949154,10,0.3,0.1,0,168571000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,1.23E-05,0.0245601,10,0.3,0.2,0,325732000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,8.65E-06,0.0115298,10,0.3,0.3,0,462569000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,6.93E-06,0.00692531,10,0.3,0.4,0,577591000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,5.93E-06,0.00474307,10,0.3,0.5,0,674668000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,5.32E-06,0.00354488,10,0.3,0.6,0,752259000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,4.91E-06,0.00280428,10,0.3,0.7,0,815079000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,4.58E-06,0.00229239,10,0.3,0.8,0,872451000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
